accession	first_public	tax_id	scientific_name	base_count	last_updated	description
AB669892	2014-01-02	1084238	Drosophila pseudobaimaii	779	2014-01-02	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.
AF136660	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.
AF136666	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.
AF136703	1999-06-03	40372	Drosophila americana texana	884	2005-04-15	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.
AF175213	1999-10-06	7227	Drosophila melanogaster	951	1999-12-21	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.
AF459748	2002-05-16	94111	Drosophila prostipennis	290	2006-11-14	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459752	2002-05-16	30038	Drosophila mimetica	290	2006-11-14	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459759	2002-05-16	69217	Drosophila pallidosa	290	2006-11-14	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459762	2002-05-16	61426	Drosophila diplacantha	290	2006-11-14	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459766	2002-05-16	132243	Drosophila vulcana	290	2006-11-14	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459768	2002-05-16	47315	Drosophila auraria	290	2006-11-14	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459780	2002-05-16	137074	Drosophila mayri	290	2006-11-14	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560574	2008-05-01	306028	Drosophila gasici	622	2008-07-12	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.
U64527	1996-08-16	7237	Drosophila pseudoobscura	3474	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.
U64538	1996-08-16	7237	Drosophila pseudoobscura	3510	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.
U76469	1996-11-19	7224	Drosophila hydei	897	2005-04-18	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U76471	1996-11-19	7224	Drosophila hydei	897	2005-04-18	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669844	2014-01-02	30035	Drosophila malagassya	840	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.
AB669863	2014-01-02	30033	Drosophila kikkawai	832	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.
AB669870	2014-01-02	307244	Drosophila ogumai	836	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.
AF136671	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.
AF136684	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136689	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.
AF175215	1999-10-06	7227	Drosophila melanogaster	951	1999-12-21	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.
AF459754	2002-05-16	7217	Drosophila ananassae	290	2006-11-14	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459774	2002-05-16	7274	Drosophila serrata	290	2006-11-14	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64553	1996-08-16	7237	Drosophila pseudoobscura	3455	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.
U64554	1996-08-16	7237	Drosophila pseudoobscura	3467	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.
AF136693	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136697	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.
L78924	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.4) alcohol dehydrogenase gene, partial cds.
L78926	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.6) alcohol dehydrogenase gene, partial cds.
L78927	1996-06-25	7270	Drosophila mimica	822	2005-04-17	Drosophila mimica (strain 15292-2561.8) alcohol dehydrogenase gene, partial cds.
U64521	1996-08-16	7237	Drosophila pseudoobscura	3484	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.
U64523	1996-08-16	7237	Drosophila pseudoobscura	3468	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.
U76475	1996-11-19	7224	Drosophila hydei	897	2005-04-18	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669878	2014-01-02	7274	Drosophila serrata	838	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.
AF136701	1999-06-03	40372	Drosophila americana texana	884	2005-04-15	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.
AF459745	2002-05-16	7218	Drosophila bifasciata	290	2006-11-14	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459761	2002-05-16	112146	Drosophila bicornuta	290	2006-11-14	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY364501	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain 87 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
EF560575	2008-05-01	306028	Drosophila gasici	622	2008-07-12	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.
AB669845	2014-01-02	30035	Drosophila malagassya	836	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.
AF136664	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.
AY695390	2006-08-01	133979	Drosophila dunni	385	2006-08-01	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.
U64531	1996-08-16	7237	Drosophila pseudoobscura	3473	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.
U94200	1998-02-23	251450	Drosophila longiperda	204	2005-04-18	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.
U64558	1996-08-16	7237	Drosophila pseudoobscura	3471	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.
AB669843	2014-01-02	114631	Drosophila greeni	830	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.
AB703323	2012-03-18	7254	Drosophila narragansett	405	2012-03-18	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.
AF136650	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.
AF136653	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.
AH011596	2016-04-08	51159	Drosophila lutescens	911	2016-04-08	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340291	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.
AY364500	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364502	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY541101	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH5_M76 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY340286	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.
AY340290	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY340300	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364503	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364504	2004-01-30	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364516	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874364	2005-05-31	7241	Drosophila subobscura	1412	2005-05-31	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB669823	2014-01-02	154832	Drosophila asahinai	839	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.
AB669895	2014-01-02	77130	Drosophila tsukubaensis	841	2014-01-02	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.
AB932672	2014-10-26	98362	Drosophila ruberrima	858	2014-10-26	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.
AY340279	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.
U76481	1997-03-06	7231	Drosophila mulleri	902	2005-04-18	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136652	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.
AF136655	1999-06-03	95109	Drosophila americana americana	884	2005-04-15	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.
AH011595	2016-04-08	67534	Drosophila triauraria	546	2016-04-08	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340293	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541096	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH3_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541100	2004-12-13	198719	Drosophila innubila	555	2005-08-24	Drosophila innubila strain CH5_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY340298	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364511	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY364514	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874372	2005-05-31	7241	Drosophila subobscura	1406	2005-05-31	Drosophila subobscura strain line 26 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY340297	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant DN01.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340304	2003-08-13	40366	Drosophila americana	881	2005-04-16	Drosophila americana pop-variant NN00.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364521	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
U76479	1997-03-06	7231	Drosophila mulleri	902	2005-04-18	Drosophila mulleri strain -1371.1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB194438	2005-05-07	42026	Drosophila bipectinata	759	2006-02-27	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type B133.
AY044130	2002-08-06	157056	Drosophila formosana	721	2006-11-14	Drosophila formosana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154862	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
LC057200	2019-06-04	193234	Drosophila pseudotakahashii	830	2019-06-04	Drosophila pseudotakahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0301.00.
M60996	1992-04-30	46244	Drosophila pseudoobscura bogotana	3450	2006-11-14	Drosophila pseudoobscura bogotana strain BOG 3389.9 alcohol dehydrogenase (adh) gene, complete cds.
AB669857	2014-01-02	137354	Drosophila barbarae	833	2014-01-02	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0491.01.
AB669876	2014-01-02	46829	Drosophila birchii	833	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.01.
AB669880	2014-01-02	137353	Drosophila baimaii	838	2014-01-02	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0481.00.
AF067281	1998-07-02	77128	Drosophila eskoi	435	2006-11-14	Drosophila eskoi alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364512	2004-01-30	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M19547	1991-07-01	7227	Drosophila melanogaster	7119	2006-11-14	D.melanogaster (strain Af-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AY154851	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154848	2003-03-03	7263	Drosophila arizonae	878	2005-04-16	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154849	2003-03-03	7263	Drosophila arizonae	878	2005-04-16	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154859	2003-03-03	7263	Drosophila arizonae	880	2005-04-16	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M60994	1992-04-30	46244	Drosophila pseudoobscura bogotana	3471	2006-11-14	Drosophila pseudoobscura bogotana strain BOG 3389.5 alcohol dehydrogenase (adh) gene, complete cds.
AY154866	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045117	1998-06-02	72474	Drosophila subsaltans	405	2006-11-14	Drosophila subsaltans strain 14044-0872.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045121	1998-06-02	72471	Drosophila milleri	405	2006-11-14	Drosophila milleri strain 14043-0861.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045123	1998-06-02	72469	Drosophila austrosaltans	405	2006-11-14	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154865	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154839	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AF045126	1998-06-02	30024	Drosophila emarginata	405	2006-11-14	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154828	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40987	1996-09-27	44481	Drosophila imaii	429	2006-11-14	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194422	2005-05-07	195057	Drosophila malerkotliana malerkotliana	1782	2006-02-27	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348884	2001-04-16	67533	Drosophila rufa	667	2006-11-14	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
U35852	1995-10-12	7227	Drosophila melanogaster	303	2005-06-14	Drosophila melanogaster truncated jockey retroposon insertion upstream of the alcohol dehydrogenase gene enhancer region, 3' end.
X58694	1991-04-11	7224	Drosophila hydei	8447	2006-11-14	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene
CV785799	2004-11-12	7245	Drosophila yakuba	521	2004-11-12	zaa02h11.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROYA P26719 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV878941	2004-11-20	7245	Drosophila yakuba	703	2004-11-20	zaa98d08.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROGU Q09009 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785154	2004-11-12	7245	Drosophila yakuba	433	2004-11-12	zaa07h09.y2 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTS P51550 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV879066	2004-11-20	7245	Drosophila yakuba	709	2004-11-20	zab02h12.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AI404931	1999-02-10	7227	Drosophila melanogaster	702	2001-04-25	GH24792.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24792 5prime similar to X60791: D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695384	2006-08-01	30017	Drosophila arawakana	1141	2006-11-14	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AI108260	1998-09-04	7227	Drosophila melanogaster	378	2001-04-25	GH07054.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH07054 5prime similar to M17831: D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds, mRNA sequence.
AY695388	2006-08-01	133979	Drosophila dunni	1141	2006-11-14	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF490844	2000-12-07	7227	Drosophila melanogaster	668	2001-04-28	AT27452.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT27452 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AI260852	1998-11-13	7227	Drosophila melanogaster	737	2001-04-24	LP04842.5prime LP Drosophila melanogaster larval-early pupal pOT2 Drosophila melanogaster cDNA clone LP04842 5prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.
BI617843	2001-09-11	7227	Drosophila melanogaster	512	2001-09-11	RH48301.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH48301 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/18/2001, mRNA sequence.
BI635199	2001-09-11	7227	Drosophila melanogaster	558	2001-09-11	SD16470.5prime SD Drosophila melanogaster Schneider L2 cell culture pOT2 Drosophila melanogaster cDNA clone SD16470 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 05/18/2001, mRNA sequence.
AW941952	2000-06-03	7227	Drosophila melanogaster	450	2003-12-03	GM05887.3prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 3 similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925 GI:1655925, mRNA sequence.
AF006567	1997-09-11	7234	Drosophila persimilis	3502	2005-04-15	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
U65746	1996-10-21	7264	Drosophila buzzatii	8725	2005-04-18	Drosophila buzzatii alcohol dehydrogenase (Adh-P) pseudogene, and alcohol dehydrogenase 2 (Adh-2) and alcohol dehydrogenase 1 (Adh-1) genes, complete cds.
X00607	1985-06-13	7240	Drosophila simulans	4607	2005-04-18	Drosophila simulans gene for alcohol dehydrogenase
M37276	1990-09-13	7230	Drosophila mojavensis	8783	2006-11-14	Drosophila mojavensis alcohol dehydrogenase-2 (Adh-2) and alcohol dehydrogenase-1 (Adh-1) genes, complete cds.
AY279325	2004-03-31	7233	Drosophila orena	1724	2006-11-14	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.
KU559568	2016-05-31	7244	Drosophila virilis	14750	2016-06-24	Drosophila virilis strain 15010-1051.0 alcohol dehydrogenase (Adh1) and alcohol dehydrogenase (Adh2) genes, complete cds.
M63291	1991-04-04	47010	Drosophila silvestris	1635	2006-11-14	Drosophila silvestris alcohol dehydrogenase gene, complete cds.
X62193	1992-10-16	7237	Drosophila pseudoobscura	3483	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62220	1992-10-16	7237	Drosophila pseudoobscura	3479	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY040854	2001-08-19	7227	Drosophila melanogaster	1180	2001-08-19	Drosophila melanogaster alcohol dehydrogenase gene silencer sequence.
JF735882	2011-10-24	499227	Drosophila nigromelanica	626	2011-10-24	Drosophila nigromelanica alcohol dehydrogenase gene, partial cds.
X62214	1992-10-16	7237	Drosophila pseudoobscura	3486	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60791	1992-06-06	7261	Drosophila adiastola	912	2006-11-14	Drosophila adiastola alcohol dehydrogenase gene, complete cds.
X62206	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62228	1992-10-16	7237	Drosophila pseudoobscura	3464	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64480	1992-10-16	7237	Drosophila pseudoobscura	3470	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62204	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62195	1992-10-16	7237	Drosophila pseudoobscura	3499	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62199	1992-10-16	7237	Drosophila pseudoobscura	3475	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62226	1992-10-16	7237	Drosophila pseudoobscura	3466	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64486	1992-10-16	7237	Drosophila pseudoobscura	3475	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238778	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238777	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY081440	2002-08-09	141217	Drosophila tripunctata	217	2005-04-16	Drosophila tripunctata alcohol dehydrogenase (Adh) gene, partial cds.
AY750123	2005-12-31	7252	Drosophila melanica	911	2006-07-20	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750132	2005-12-31	55945	Drosophila euronotus	911	2006-07-20	Drosophila euronotus alcohol dehydrogenase (Adh) gene, partial cds.
AY750144	2005-12-31	311480	Drosophila medioconstricta	911	2006-07-20	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471630	2006-07-20	381452	Drosophila barutani	711	2006-07-20	Drosophila barutani alcohol dehydrogenase (Adh) gene, partial cds.
HQ631470	2011-08-30	42026	Drosophila bipectinata	290	2012-01-02	Drosophila bipectinata alcohol dehydrogenase (adh) gene, partial cds.
AF264077	2000-05-30	7271	Drosophila nebulosa	405	2005-04-15	Drosophila nebulosa alcohol dehydrogenase (Adh) gene, partial cds.
AY750118	2005-12-31	311474	Drosophila longiserrata	911	2006-07-20	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471667	2006-07-20	30043	Drosophila repleta	711	2006-07-20	Drosophila repleta alcohol dehydrogenase (Adh) gene, partial cds.
HQ631471	2011-08-30	103765	Drosophila bocki	290	2012-01-02	Drosophila bocki alcohol dehydrogenase (adh) gene, partial cds.
HQ631473	2011-08-30	2609304	Drosophila curveaedeagus (nomen nudum)	290	2012-01-02	Drosophila curveadeagus alcohol dehydrogenase (adh) gene, partial cds.
HQ631484	2011-08-30	187394	Drosophila pulchrella	290	2012-01-02	Drosophila pulchrella alcohol dehydrogenase (adh) gene, partial cds.
U26839	1995-06-30	40368	Drosophila borealis	961	2005-04-17	Drosophila borealis alcohol dehydrogenase (Adh) gene, complete cds.
AF059889	1998-04-28	7252	Drosophila melanica	290	2005-04-15	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.
AY006409	2001-09-04	46893	Drosophila adunca	508	2005-09-26	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
AY006411	2001-09-04	7235	Drosophila picticornis	510	2005-09-26	Drosophila picticornis alcohol dehydrogenase (Adh) gene, partial cds.
AY006413	2001-09-04	46820	Drosophila nigribasis	510	2005-09-26	Drosophila nigribasis alcohol dehydrogenase (Adh) gene, partial cds.
AY750127	2005-12-31	311477	Drosophila paramelanica	911	2006-07-20	Drosophila paramelanica alcohol dehydrogenase (Adh) gene, partial cds.
AY750130	2005-12-31	311476	Drosophila neokadai	911	2006-07-20	Drosophila neokadai alcohol dehydrogenase (Adh) gene, partial cds.
DQ471655	2006-07-20	40366	Drosophila americana	711	2006-07-20	Drosophila americana alcohol dehydrogenase (Adh) gene, partial cds.
U94203	1998-02-23	58309	Drosophila petalopeza	204	2005-04-18	Drosophila petalopeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006417	2001-09-04	48320	Drosophila neoperkinsi	510	2005-09-26	Drosophila neoperkinsi alcohol dehydrogenase (Adh) gene, partial cds.
AY750116	2005-12-31	119604	Drosophila lacertosa	911	2006-07-20	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
